,gene_id,gene_name
270943,Xelaev18022212m.g,nudt22.L
270953,Xelaev18022213m.g,dnajc4.L
270966,Xelaev18022214m.g,vegfb.L
270974,Xelaev18022216m.g,trpt1.L
270980,Xelaev18022217m.g,fermt3.L
271009,Xelaev18022218m.g,stip1.L
271037,Xelaev18022219m.g,macrod1.L
271042,Xelaev18022221m.g,flrt1.L
271043,Xelaev18022222m.g,Xelaev18022222m.g
271048,Xelaev18022223m.g,otub1.L
271062,Xelaev18022224m.g,Xelaev18022224m.g
271066,Xelaev18022225m.g,act3.L
271079,Xelaev18022226m.g,naa40.L
271095,Xelaev18022227m.g,Xelaev18022227m.g
271097,Xelaev18022228m.g,rcor2.L
271122,Xelaev18022229m.g,mark2.L
271160,Xelaev18022230m.g,Xelaev18022230m.g
271161,Xelaev18022231m.g,dusp10.2.L
271168,Xelaev18022232m.g,Xelaev18022232m.g
271170,Xelaev18022233m.g,c11orf95.L
271182,Xelaev18022234m.g,Xelaev18022234m.g
271184,Xelaev18022235m.g,rtn3.L
271190,Xelaev18022236m.g,Xetrov90011147m.L
271191,Xelaev18022237m.g,atl3.L
271215,Xelaev18022238m.g,Xelaev18022238m.g
271219,Xelaev18022239m.g,stx5.L
271230,Xelaev18022240m.g,LOC100487425-like.L
271235,Xelaev18022241m.g,nxf1.L
271275,Xelaev18022242m.g,wdr74.L
271297,Xelaev18022243m.g,slc3a2.L
271316,Xelaev18022244m.g,Xelaev18022244m.g
271318,Xelaev18022245m.g,rps6ka4.L
271352,Xelaev18022246m.g,ahnak.L
271364,Xelaev18022247m.g,Xelaev18022247m.g
271366,Xelaev18022248m.g,eef1g.L
271386,Xelaev18022249m.g,tut1.L
271406,Xelaev18022251m.g,mta2.L
271442,Xelaev18022253m.g,eml3.L
271488,Xelaev18022254m.g,rom1.L
271494,Xelaev18022255m.g,b3gat3.L
271504,Xelaev18022257m.g,ganab.L
271554,Xelaev18022258m.g,ints5.L
271559,Xelaev18022259m.g,mettl12.L
271561,Xelaev18022260m.g,Xelaev18022260m.g
271575,Xelaev18022262m.g,ubxn1.L
271596,Xelaev18022263m.g,LOC100492917.L
271600,Xelaev18022264m.g,mtl5.L
271614,Xelaev18022265m.g,Xelaev18022265m.g
271615,Xelaev18022266m.g,Xetrov90011183m.L
271625,Xelaev18022267m.g,gal.1.L
271637,Xelaev18022268m.g,lrp5.L
271681,Xelaev18022269m.g,Xelaev18022269m.g
271683,Xelaev18022270m.g,LOC100491184-like.L
271690,Xelaev18022271m.g,Xelaev18022271m.g
271698,Xelaev18022272m.g,kmt5b.L
271720,Xelaev18022273m.g,chka.L
271744,Xelaev18022274m.g,fosl1.L
271752,Xelaev18022275m.g,ccdc85b.L
271756,Xelaev18022277m.g,fibp.L
271777,Xelaev18022278m.g,efemp2.L
271798,Xelaev18022279m.g,mus81.L
271831,Xelaev18022280m.g,cfl1.L
271839,Xelaev18022281m.g,ovol1.L
271847,Xelaev18022282m.g,kat5.L
271875,Xelaev18022283m.g,rnaseh2c.L
271884,Xelaev18022284m.g,Xelaev18022284m.g
271886,Xelaev18022285m.g,Xelaev18022285m.g
271888,Xelaev18022286m.g,bbs1.L
271922,Xelaev18022287m.g,dpp3.L
271957,Xelaev18022288m.g,mrpl11.L
271969,Xelaev18022289m.g,npas4.L
271985,Xelaev18022291m.g,Xelaev18022291m.g
271987,Xelaev18022292m.g,slc29a2.L
272011,Xelaev18022293m.g,Xelaev18022293m.g
272013,Xelaev18022294m.g,b4gat1.L
272017,Xelaev18022296m.g,rin1.L
272047,Xelaev18022297m.g,LOC100124841.L
272069,Xelaev18022298m.g,cd248.L
272071,Xelaev18022299m.g,foxa4.L
272075,Xelaev18022300m.g,Xelaev18022300m.g
272076,Xelaev18022301m.g,rela.L
272098,Xelaev18022302m.g,c11orf68.L
272101,Xelaev18022303m.g,drap1.L
272115,Xelaev18022304m.g,LOC100485199-like.L
272126,Xelaev18022305m.g,Xelaev18022305m.g
272132,Xelaev18022306m.g,Xelaev18022306m.g
272144,Xelaev18022307m.g,Xetrov90010960m.L
272154,Xelaev18022308m.g,Xetrov90010961m.L
272162,Xelaev18022310m.g,Xelaev18022310m.g
272172,Xelaev18022311m.g,LOC100485744.L
272178,Xelaev18022312m.g,sart1.L
272180,Xelaev18022314m.g,eif1ad.L
272191,Xelaev18022315m.g,banf1.L
272196,Xelaev18022316m.g,Xetrov90010969m.L
272204,Xelaev18022317m.g,Xelaev18022317m.g
272206,Xelaev18022318m.g,Xelaev18022318m.g
272208,Xelaev18022319m.g,zdhhc24.L
272215,Xelaev18022320m.g,prkd3.L
272252,Xelaev18022321m.g,LOC101733443.L
272260,Xelaev18022322m.g,sptbn2.L
272331,Xelaev18022323m.g,prokr1.L
272333,Xelaev18022324m.g,ccs.L
272349,Xelaev18022325m.g,rbm4b.L
272355,Xelaev18022326m.g,rbm14.L
272361,Xelaev18022327m.g,actn3.L
272403,Xelaev18022328m.g,Xelaev18022328m.g
272405,Xelaev18022329m.g,Xetrov90011192m.L
272407,Xelaev18022330m.g,ctsf.L
272435,Xelaev18022331m.g,pc.L
272477,Xelaev18022332m.g,Xelaev18022332m.g
272479,Xelaev18022334m.g,lrfn4.L
272484,Xelaev18022335m.g,pacs1.L
272532,Xelaev18022336m.g,Xelaev18022336m.g
272533,Xelaev18022337m.g,sf3b2.L
272575,Xelaev18022338m.g,cnih2.L
272583,Xelaev18022339m.g,sssca1.L
272592,Xelaev18022340m.g,ehbp1l1.L
272613,Xelaev18022341m.g,LOC105947229.L
272622,Xelaev18022342m.g,sipa1.L
272651,Xelaev18022343m.g,ltbp3.L
272701,Xelaev18022344m.g,Xelaev18022344m.g
272703,Xelaev18022345m.g,men1.L
272721,Xelaev18022346m.g,sf1.L
272734,Xelaev18022347m.g,Xelaev18022347m.g
272736,Xelaev18022348m.g,Xelaev18022348m.g
272738,Xelaev18022349m.g,pygb.L
272758,Xelaev18022350m.g,rasgrp2.L
272789,Xelaev18022351m.g,Xelaev18022351m.g
272819,Xelaev18022352m.g,nrxn2-like.2.L
272833,Xelaev18022353m.g,mpp1.L
272857,Xelaev18022354m.g,Xelaev18022354m.g
272858,Xelaev18022355m.g,LOC100489516.L
272872,Xelaev18022357m.g,ctrb2.L
272886,Xelaev18022358m.g,Xelaev18022358m.g
272900,Xelaev18022359m.g,Xelaev18022359m.g
272914,Xelaev18022360m.g,Xelaev18022360m.g
272921,Xelaev18022363m.g,vrk3.L
272950,Xelaev18022364m.g,fam65a.L
272972,Xelaev18022365m.g,Xelaev18022365m.g
272974,Xelaev18022367m.g,ctcf.L
272995,Xelaev18022368m.g,Xelaev18022368m.g
272997,Xelaev18022369m.g,rltpr.L
273047,Xelaev18022370m.g,Xelaev18022370m.g
273048,Xelaev18022371m.g,rltpr-like.L
273057,Xelaev18022372m.g,enkd1.L
273071,Xelaev18022373m.g,gfod2.L
273076,Xelaev18022374m.g,nutf2.L
273085,Xelaev18022377m.g,thap11.L
273089,Xelaev18022378m.g,edc4.L
273147,Xelaev18022379m.g,nrn1l.L
273153,Xelaev18022380m.g,Xelaev18022380m.g
273155,Xelaev18022381m.g,pla2g15.L
273161,Xelaev18022382m.g,nfatc3.L
273183,Xelaev18022383m.g,LOC100490257-like.L
273185,Xelaev18022384m.g,rpgrip1l.L
273234,Xelaev18022386m.g,fto.L
273252,Xelaev18022387m.g,irx3.L
273260,Xelaev18022388m.g,Xelaev18022388m.g
273261,Xelaev18022391m.g,Xelaev18022391m.g
273262,Xelaev18022392m.g,Xelaev18022392m.g
273264,Xelaev18022393m.g,Xelaev18022393m.g
273266,Xelaev18022394m.g,Xelaev18022394m.g
273267,Xelaev18022395m.g,LOC101733231.L
273271,Xelaev18022396m.g,Xelaev18022396m.g
273273,Xelaev18022397m.g,Xelaev18022397m.g
273275,Xelaev18022398m.g,Xetrov90023852m.L
273277,Xelaev18022399m.g,Xelaev18022399m.g
273278,Xelaev18022401m.g,Xelaev18022401m.g
273282,Xelaev18022402m.g,Xelaev18022402m.g
273284,Xelaev18022404m.g,Xelaev18022404m.g
273286,Xelaev18022405m.g,dus2.L
273314,Xelaev18022406m.g,Xelaev18022406m.g
273317,Xelaev18022407m.g,Xelaev18022407m.g
273319,Xelaev18022408m.g,Xelaev18022408m.g
273322,Xelaev18022410m.g,Xelaev18022410m.g
273324,Xelaev18022411m.g,ddx28.L
273326,Xelaev18022413m.g,Xelaev18022413m.g
273327,Xelaev18022416m.g,Xelaev18022416m.g
273331,Xelaev18022417m.g,Xelaev18022417m.g
273335,Xelaev18022418m.g,Xelaev18022418m.g
273341,Xelaev18022419m.g,Xelaev18022419m.g
273347,Xelaev18022420m.g,dpep2.L
273358,Xelaev18022421m.g,Xelaev18022421m.g
273359,Xelaev18022422m.g,Xelaev18022422m.g
273360,Xelaev18022423m.g,Xelaev18022423m.g
273361,Xelaev18022424m.g,Xelaev18022424m.g
273362,Xelaev18022425m.g,Xelaev18022425m.g
273363,Xelaev18022426m.g,Xelaev18022426m.g
273364,Xelaev18022427m.g,Xelaev18022427m.g
273367,Xelaev18022429m.g,Xelaev18022429m.g
273369,Xelaev18022430m.g,Xelaev18022430m.g
273370,Xelaev18022432m.g,Xelaev18022432m.g
273372,Xelaev18022433m.g,Xelaev18022433m.g
273374,Xelaev18022435m.g,cbln1.L
273380,Xelaev18022437m.g,Xelaev18022437m.g
273381,Xelaev18022439m.g,Xelaev18022439m.g
273382,Xelaev18022440m.g,Xelaev18022440m.g
273383,Xelaev18022441m.g,Xelaev18022441m.g
273384,Xelaev18022442m.g,znf423.L
273400,Xelaev18022443m.g,Xelaev18022443m.g
273402,Xelaev18022444m.g,Xelaev18022444m.g
273404,Xelaev18022445m.g,Xelaev18022445m.g
273406,Xelaev18022446m.g,Xelaev18022446m.g
273408,Xelaev18022447m.g,Xetrov90001284m.L
273409,Xelaev18022448m.g,LOC100145527.L
273432,Xelaev18022450m.g,tiprl.L
273435,Xelaev18022451m.g,cnep1r1.L
273440,Xelaev18022452m.g,Xelaev18022452m.g
273441,Xelaev18022453m.g,Xelaev18022453m.g
273442,Xelaev18022454m.g,heatr3.L
273472,Xelaev18022455m.g,Xelaev18022455m.g
273473,Xelaev18022456m.g,Xelaev18022456m.g
273475,Xelaev18022457m.g,papd5.L
273499,Xelaev18022459m.g,adcy7.L
273524,Xelaev18022460m.g,Xelaev18022460m.g
273526,Xelaev18022462m.g,Xelaev18022462m.g
273528,Xelaev18022463m.g,brd7.L
273560,Xelaev18022464m.g,nup93.L
273603,Xelaev18022465m.g,Xelaev18022465m.g
273604,Xelaev18022466m.g,Xelaev18022466m.g
273609,Xelaev18022467m.g,nkd1.L
273629,Xelaev18022468m.g,Xelaev18022468m.g
273633,Xelaev18022469m.g,Xelaev18022469m.g
273635,Xelaev18022470m.g,snx20.L
273644,Xelaev18022471m.g,nod1.L
273667,Xelaev18022472m.g,LOC100498440-like.L
273678,Xelaev18022473m.g,Xelaev18022473m.g
273682,Xelaev18022474m.g,Xelaev18022474m.g
273705,Xelaev18022475m.g,slc7a6.L
273724,Xelaev18022476m.g,slc7a6os.L
273734,Xelaev18022477m.g,prmt7.L
273770,Xelaev18022478m.g,smpd3.L
273786,Xelaev18022479m.g,LOC100492305.L
273794,Xelaev18022480m.g,Xelaev18022480m.g
273795,Xelaev18022481m.g,LOC100496620.L
273813,Xelaev18022482m.g,osgin1.L
273824,Xelaev18022483m.g,Xelaev18022483m.g
273828,Xelaev18022484m.g,Xelaev18022484m.g
273854,Xelaev18022485m.g,slc38a8.L
273874,Xelaev18022487m.g,mbtps1.L
273918,Xelaev18022488m.g,LOC105947226.L
273936,Xelaev18022490m.g,Xelaev18022490m.g
273954,Xelaev18022491m.g,gtf3c6.L
273967,Xelaev18022492m.g,hsdl1.L
273976,Xelaev18022493m.g,bcar1.L
273990,Xelaev18022494m.g,cfdp1.L
274004,Xelaev18022495m.g,Xelaev18022495m.g
274008,Xelaev18022496m.g,hsd11b2.L
274013,Xelaev18022497m.g,atp6v0d1.L
274029,Xelaev18022499m.g,agrp.L
274035,Xelaev18022500m.g,Xelaev18022500m.g
274036,Xelaev18022502m.g,MGC147117.L
274042,Xelaev18022503m.g,zdhhc1.L
274064,Xelaev18022504m.g,tppp3.L
274069,Xelaev18022505m.g,Xelaev18022505m.g
274071,Xelaev18022506m.g,rbl2.L
274115,Xelaev18022507m.g,chd9.L
274195,Xelaev18022509m.g,Xelaev18022509m.g
274196,Xelaev18022511m.g,tox3.L
274210,Xelaev18022512m.g,Xelaev18022512m.g
274212,Xelaev18022513m.g,Xelaev18022513m.g
274214,Xelaev18022514m.g,Xetrov90021563m.L
274217,Xelaev18022516m.g,sall1.L
274225,Xelaev18022517m.g,Xelaev18022517m.g
274226,Xelaev18022518m.g,Xelaev18022518m.g
274228,Xelaev18022519m.g,cyld.L
274264,Xelaev18022520m.g,arl2bp.L
274278,Xelaev18022521m.g,rspry1.L
274307,Xelaev18022522m.g,cpne2-like.L
274312,Xelaev18022523m.g,nlrc5.L
274406,Xelaev18022524m.g,cetp.L
274438,Xelaev18022525m.g,herpud1.L
274454,Xelaev18022526m.g,slc12a3.L
274506,Xelaev18022527m.g,Xetrov90011359m.L
274512,Xelaev18022528m.g,Xelaev18022528m.g
274518,Xelaev18022529m.g,Xelaev18022529m.g
274524,Xelaev18022530m.g,Xelaev18022530m.g
274530,Xelaev18022531m.g,Xelaev18022531m.g
274536,Xelaev18022532m.g,Xetrov90011361m.L
274542,Xelaev18022533m.g,ogfod1.L
274568,Xelaev18022534m.g,nudt21.L
274582,Xelaev18022535m.g,amfr.L
274610,Xelaev18022536m.g,gnao1.L
274618,Xelaev18022537m.g,Xelaev18022537m.g
274621,Xelaev18022538m.g,cbfb.L
274633,Xelaev18022539m.g,c16orf70.L
274666,Xelaev18022540m.g,b3gnt9.L
274669,Xelaev18022541m.g,tradd.L
274678,Xelaev18022542m.g,pdcd2l.L
274693,Xelaev18022543m.g,fbxl8.L
274699,Xelaev18022544m.g,hsf4.L
274725,Xelaev18022545m.g,LOC101731452.L
274743,Xelaev18022546m.g,Xelaev18022546m.g
274751,Xelaev18022547m.g,Xelaev18022547m.g
274752,Xelaev18022548m.g,Xelaev18022548m.g
274758,Xelaev18022549m.g,Xelaev18022549m.g
274776,Xelaev18022551m.g,LOC100485834.L
274780,Xelaev18022552m.g,cmip.L
274822,Xelaev18022553m.g,gan.L
274844,Xelaev18022554m.g,bco1.L
274866,Xelaev18022555m.g,pkd1l2.L
274909,Xelaev18022556m.g,Xelaev18022556m.g
274919,Xelaev18022557m.g,Xelaev18022557m.g
274935,Xelaev18022558m.g,Xelaev18022558m.g
274941,Xelaev18022559m.g,Xelaev18022559m.g
274951,Xelaev18022560m.g,Xelaev18022560m.g
274961,Xelaev18022561m.g,cdk10.L
274987,Xelaev18022562m.g,Xelaev18022562m.g
274995,Xelaev18022563m.g,LOC100486900.L
274997,Xelaev18022564m.g,Xelaev18022564m.g
275000,Xelaev18022565m.g,LOC100487055-like.L
275005,Xelaev18022566m.g,atmin.L
275013,Xelaev18022567m.g,cenpn.L
275034,Xelaev18022568m.g,cmc2.L
275041,Xelaev18022569m.g,cdyl2.L
275055,Xelaev18022570m.g,Xelaev18022570m.g
275063,Xelaev18022571m.g,maf.L
275067,Xelaev18022572m.g,Xetrov90011403m.L
275069,Xelaev18022573m.g,Xelaev18022573m.g
275070,Xelaev18022574m.g,LOC101733178.L
275073,Xelaev18022576m.g,LOC100487456-like.L
275083,Xelaev18022577m.g,LOC101733232.L
275093,Xelaev18022578m.g,clec3a.L
275099,Xelaev18022579m.g,vat1l.L
275117,Xelaev18022580m.g,nudt7.L
275126,Xelaev18022581m.g,adamts18.L
275172,Xelaev18022582m.g,Xelaev18022582m.g
275174,Xelaev18022583m.g,cdh8.L
275196,Xelaev18022584m.g,Xelaev18022584m.g
275198,Xelaev18022585m.g,Xelaev18022585m.g
275200,Xelaev18022586m.g,cdh11.L
275223,Xelaev18022587m.g,Xelaev18022587m.g
275225,Xelaev18022588m.g,cdh5.L
275248,Xelaev18022589m.g,bean1.L
275257,Xelaev18022590m.g,Xelaev18022590m.g
275259,Xelaev18022591m.g,Xelaev18022591m.g
275265,Xelaev18022592m.g,def8.L
275287,Xelaev18022594m.g,Xelaev18022594m.g
275298,Xelaev18022595m.g,tubb3.L
275306,Xelaev18022596m.g,mc1r.L
275311,Xelaev18022597m.g,tcf25.L
275347,Xelaev18022598m.g,tat.L
275369,Xelaev18022599m.g,chst5.L
275373,Xelaev18022600m.g,alg13.L
275381,Xelaev18022601m.g,atxn1l.L
275384,Xelaev18022602m.g,znf821.L
275397,Xelaev18022603m.g,ist1.L
275416,Xelaev18022604m.g,LOC105947254.L
275426,Xelaev18022605m.g,pkd1l3.L
275429,Xelaev18022606m.g,Xetrov90011510m.L
275441,Xelaev18022607m.g,dhodh.L
275457,Xelaev18022608m.g,dhx38.L
275508,Xelaev18022609m.g,pmfbp1.L
275590,Xelaev18022610m.g,Xelaev18022610m.g
275592,Xelaev18022611m.g,Xetrov90011507m.L
275594,Xelaev18022612m.g,zfhx3.L
275613,Xelaev18022613m.g,Xelaev18022613m.g
275616,Xelaev18022614m.g,psmd7.L
275630,Xelaev18022615m.g,Xelaev18022615m.g
275651,Xelaev18022616m.g,wwp2.L
275694,Xelaev18022617m.g,Xelaev18022617m.g
275696,Xelaev18022618m.g,Xelaev18022618m.g
275697,Xelaev18022619m.g,nqo1.L
275708,Xelaev18022620m.g,Xelaev18022620m.g
275710,Xelaev18022621m.g,nfat5.L
275736,Xelaev18022622m.g,Xelaev18022622m.g
275738,Xelaev18022623m.g,Xelaev18022623m.g
275740,Xelaev18022624m.g,cyb5b.L
275750,Xelaev18022625m.g,terf2.L
275770,Xelaev18022626m.g,tmed6.L
275778,Xelaev18022627m.g,nip7.L
275788,Xelaev18022628m.g,cog8.L
275798,Xelaev18022629m.g,vps4a.L
275820,Xelaev18022630m.g,Xelaev18022630m.g
275821,Xelaev18022631m.g,sntb2.L
275835,Xelaev18022632m.g,Xelaev18022632m.g
275843,Xelaev18022633m.g,utp4.L
275876,Xelaev18022634m.g,chtf8.L
275882,Xelaev18022635m.g,has3.L
275890,Xelaev18022636m.g,tango6.L
275926,Xelaev18022637m.g,cdh1.L
275958,Xelaev18022638m.g,cdh3.L
275990,Xelaev18022639m.g,Xelaev18022639m.g
275994,Xelaev18022640m.g,Xelaev18022640m.g
275996,Xelaev18022641m.g,foxc2.L
275998,Xelaev18022642m.g,foxl1.L
275999,Xelaev18022643m.g,zdhhc7.L
276013,Xelaev18022644m.g,hnf4b.L
276033,Xelaev18022645m.g,Xelaev18022645m.g
276034,Xelaev18022646m.g,crispld2.L
276063,Xelaev18022647m.g,usp10.L
276093,Xelaev18022648m.g,klhl36.L
276103,Xelaev18022649m.g,cotl1.L
276111,Xelaev18022650m.g,Xelaev18022650m.g
276128,Xelaev18022651m.g,tldc1.L
276143,Xelaev18022652m.g,atp2c2.L
276197,Xelaev18022653m.g,wfdc1.L
276210,Xelaev18022654m.g,kcng4.L
276215,Xelaev18022655m.g,pqlc1.2.L
276225,Xelaev18022656m.g,hsbp1.L
276229,Xelaev18022657m.g,Xelaev18022657m.g
276235,Xelaev18022658m.g,cdh13.L
276263,Xelaev18022659m.g,Xelaev18022659m.g
276264,Xelaev18022660m.g,Xelaev18022660m.g
276267,Xelaev18022661m.g,mphosph6.L
276277,Xelaev18022662m.g,hsd17b2.L
276287,Xelaev18022663m.g,Xetrov90011556m.L
276293,Xelaev18022664m.g,sdr42e1.L
276297,Xelaev18022665m.g,plcg2.L
276362,Xelaev18022666m.g,Xelaev18022666m.g
276364,Xelaev18022667m.g,Xelaev18022667m.g
276366,Xelaev18022668m.g,chst6.L
276368,Xelaev18022669m.g,tmem231.L
276372,Xelaev18022670m.g,gabarapl2.L
276380,Xelaev18022671m.g,kars.L
276409,Xelaev18022673m.g,mthfsd.L
276425,Xelaev18022674m.g,foxf1.L
276429,Xelaev18022675m.g,irf8.L
276446,Xelaev18022676m.g,dusp22a.L
276461,Xelaev18022677m.g,cox4i1.L
276473,Xelaev18022678m.g,emc8.L
276484,Xelaev18022679m.g,snrpe.L
276487,Xelaev18022680m.g,Xetrov90011575m.L
276489,Xelaev18022681m.g,cfap157.L
276507,Xelaev18022682m.g,gins2.L
276517,Xelaev18022683m.g,gse1.L
276531,Xelaev18022684m.g,Xelaev18022684m.g
276533,Xelaev18022685m.g,loc123855.L
276535,Xelaev18022686m.g,fam92b.L
276553,Xelaev18022687m.g,LOC100485117.L
276609,Xelaev18022688m.g,kiaa0513.L
276634,Xelaev18022689m.g,fbxo31.L
276652,Xelaev18022690m.g,map1lc3b.L
276660,Xelaev18022691m.g,Xetrov90020087m.L
276670,Xelaev18022692m.g,zcchc14.L
276697,Xelaev18022693m.g,jph3.L
276707,Xelaev18022694m.g,Xelaev18022694m.g
276713,Xelaev18022695m.g,klhdc4.L
276737,Xelaev18022696m.g,slc7a5.L
276757,Xelaev18022697m.g,ca5b.L
276771,Xelaev18022698m.g,Xelaev18022698m.g
276773,Xelaev18022699m.g,banp.L
276797,Xelaev18022700m.g,Xelaev18022700m.g
276799,Xelaev18022701m.g,Xelaev18022701m.g
276800,Xelaev18022702m.g,znf469.L
276802,Xelaev18022703m.g,zfpm1.L
276814,Xelaev18022704m.g,trhr2.L
276822,Xelaev18022705m.g,zc3h18.L
276860,Xelaev18022706m.g,il17c.L
276866,Xelaev18022707m.g,cyba.L
276878,Xelaev18022708m.g,mvd.L
276899,Xelaev18022709m.g,ca7.L
276913,Xelaev18022710m.g,pdp2.L
276916,Xelaev18022711m.g,cdh16.L
276950,Xelaev18022712m.g,rrad.L
276959,Xelaev18022713m.g,LOC105945786.L
276980,Xelaev18022714m.g,ces1.L
277006,Xelaev18022715m.g,ces3.L
277034,Xelaev18022716m.g,LOC100493652-like.L
277060,Xelaev18022718m.g,ces2.L
277075,Xelaev18022719m.g,uba2.L
277109,Xelaev18022720m.g,wtip.L
277125,Xelaev18022721m.g,gpi.L
277161,Xelaev18022722m.g,kiaa0355.L
277188,Xelaev18022723m.g,ss18l2.L
277195,Xelaev18022725m.g,lsm14a.L
277215,Xelaev18022726m.g,Xelaev18022726m.g
277217,Xelaev18022727m.g,kctd15.L
277226,Xelaev18022728m.g,Xelaev18022728m.g
277237,Xelaev18022729m.g,chst8.L
277246,Xelaev18022731m.g,pepd.L
277278,Xelaev18022732m.g,cebpa.L
277280,Xelaev18022733m.g,slc7a10.L
277302,Xelaev18022734m.g,lrp3.L
277316,Xelaev18022735m.g,Xelaev18022735m.g
277318,Xelaev18022736m.g,wdr88.L
277340,Xelaev18022737m.g,gpatch1.L
277380,Xelaev18022738m.g,rhpn2.L
277410,Xelaev18022739m.g,faap24.L
277419,Xelaev18022740m.g,cep89.L
277455,Xelaev18022741m.g,LOC100494811.L
277456,Xelaev18022743m.g,slc7a9.L
277481,Xelaev18022744m.g,tdrd12.L
277540,Xelaev18022745m.g,nudt19.L
277546,Xelaev18022746m.g,rgs9bp.L
277547,Xelaev18022747m.g,ankrd27.L
277604,Xelaev18022748m.g,pdcd5.L
277616,Xelaev18022749m.g,LOC100493382.L
277682,Xelaev18022750m.g,dpy19l3.L
277719,Xelaev18022751m.g,znf507.L
277730,Xelaev18022752m.g,Xelaev18022752m.g
277732,Xelaev18022753m.g,tshz3.L
277737,Xelaev18022754m.g,znf536.L
277748,Xelaev18022755m.g,Xelaev18022755m.g
277750,Xelaev18022756m.g,Xelaev18022756m.g
277752,Xelaev18022757m.g,Xelaev18022757m.g
277753,Xelaev18022758m.g,uri1.L
277775,Xelaev18022759m.g,ccne1.L
277798,Xelaev18022760m.g,LOC101731749.L
277804,Xelaev18022761m.g,n4bp1.L
277818,Xelaev18022762m.g,aktip.L
277838,Xelaev18022765m.g,phkb.L
277901,Xelaev18022766m.g,itfg1.L
277919,Xelaev18022767m.g,neto2.L
277937,Xelaev18022768m.g,Xelaev18022768m.g
277938,Xelaev18022769m.g,mcoln2.L
277966,Xelaev18022770m.g,dnaja2.L
277974,Xelaev18022771m.g,cdca9.L
277983,Xelaev18022772m.g,Xelaev18022772m.g
277985,Xelaev18022773m.g,gpt.L
278007,Xelaev18022774m.g,c16orf87.L
278015,Xelaev18022775m.g,mylk3.L
278041,Xelaev18022776m.g,orc6.L
278055,Xelaev18022777m.g,vps35.L
278089,Xelaev18022778m.g,LOC100498398.L
278095,Xelaev18022779m.g,shcbp1.L
278121,Xelaev18022780m.g,Xelaev18022780m.g
278123,Xelaev18022781m.g,Xelaev18022781m.g
278127,Xelaev18022782m.g,Xelaev18022782m.g
278129,Xelaev18022783m.g,Xelaev18022783m.g
278131,Xelaev18022784m.g,Xelaev18022784m.g
278136,Xelaev18022785m.g,Xelaev18022785m.g
278138,Xelaev18022786m.g,Xelaev18022786m.g
278141,Xelaev18022787m.g,uqcrfs1.L
278145,Xelaev18022788m.g,Xelaev18022788m.g
278148,Xelaev18022790m.g,Xelaev18022790m.g
278150,Xelaev18022791m.g,Xelaev18022791m.g
278152,Xelaev18022792m.g,LOC100493356.L
278160,Xelaev18022793m.g,vstm2b.L
278170,Xelaev18022794m.g,pop4.L
278184,Xelaev18022795m.g,Xelaev18022795m.g
278195,Xelaev18022796m.g,siah1.L
278199,Xelaev18022797m.g,lonp2.L
278229,Xelaev18022798m.g,lrrc36.L
278251,Xelaev18022799m.g,plekhg4.L
278298,Xelaev18022800m.g,Xelaev18022800m.g
278302,Xelaev18022801m.g,slc9a5.L
278334,Xelaev18022802m.g,fhod1.L
278380,Xelaev18022803m.g,pllp.L
278388,Xelaev18022804m.g,znrf1.L
278397,Xelaev18022805m.g,wdr59.L
278450,Xelaev18022806m.g,LOC100493256-like.L
278456,Xelaev18022807m.g,fa2h.L
278470,Xelaev18022808m.g,mlkl.L
278491,Xelaev18022809m.g,LOC100497621.L
278510,Xelaev18022810m.g,rfwd3.L
278534,Xelaev18022811m.g,glg1.L
278563,Xelaev18022812m.g,pdpr.L
278598,Xelaev18022813m.g,LOC100497464.L
278612,Xelaev18022814m.g,aars.L
278654,Xelaev18022815m.g,exosc6.L
278658,Xelaev18022816m.g,Xelaev18022816m.g
278661,Xelaev18022817m.g,st3gal2.1.L
278673,Xelaev18022818m.g,fuk.L
278720,Xelaev18022819m.g,cog4.L
278758,Xelaev18022820m.g,sf3b3.L
278809,Xelaev18022821m.g,il34.L
278821,Xelaev18022823m.g,Xelaev18022823m.g
278827,Xelaev18022824m.g,Xelaev18022824m.g
278833,Xelaev18022825m.g,mtss1l.L
278847,Xelaev18022826m.g,vac14.L
278885,Xelaev18022827m.g,Xelaev18022827m.g
278887,Xelaev18022828m.g,cmtr2.L
278890,Xelaev18022829m.g,calb2.L
278912,Xelaev18022830m.g,got2.L
278932,Xelaev18022831m.g,Xelaev18022831m.g
278946,Xelaev18022832m.g,slc38a7.L
278967,Xelaev18022833m.g,cnot1.L
279066,Xelaev18022834m.g,mmp15.L
279086,Xelaev18022835m.g,Xelaev18022835m.g
279088,Xelaev18022836m.g,csnk2a2.L
279111,Xelaev18022837m.g,ccdc113.L
279131,Xelaev18022839m.g,ndrg3.L
279165,Xelaev18022840m.g,Xetrov90010784m.L
279167,Xelaev18022842m.g,znf319.L
279171,Xelaev18022843m.g,tepp.L
279185,Xelaev18022844m.g,Xelaev18022844m.g
279198,Xelaev18022845m.g,cngb1.L
279219,Xelaev18022847m.g,kifc3.L
279254,Xelaev18022848m.g,katnb1.L
279293,Xelaev18022850m.g,drc7.L
279327,Xelaev18022851m.g,zpd.L
279342,Xelaev18022852m.g,adgrg1.L
279368,Xelaev18022853m.g,Xelaev18022853m.g
279371,Xelaev18022854m.g,ccdc102a.L
